downstream_packets,downstream_bytes,upstream_packets,upstream_bytes
860,3955520,1424,14550616
694,3860456,1097,10680488
824,3936480,1506,15476152
823,3921400,1322,13259624
835,3930712,1259,12504224
740,3885848,1152,11287560
666,3865600,1030,9700128
734,3872312,1265,12651520
555,3869432,540,4175448
510,3830232,407,2645528
529,4013200,448,2941488
602,4337000,493,3330504
602,3812672,640,5337608
732,3882016,820,7432936
695,3855768,826,7595880
763,3883320,908,8582440
719,3859456,869,8103424
703,3865496,800,7282888
727,3880160,941,8857224
721,3867424,846,7738624
603,3824128,546,4216928
661,3862312,753,6692648
752,3864608,1030,9935808
760,3865920,985,9456264
744,3892440,994,9304344
749,3877200,983,9337424
756,3899776,1057,10100056
805,3896056,1077,10400216
771,3899512,1150,11249672
804,3940608,1118,10707288
834,4286656,1204,11509984
682,3865664,935,8726760
697,3857848,939,8834264
797,3994768,1138,11072840
775,3933896,1159,11252376
713,3873616,1016,9541536
NaN,NaN,NaN,NaN
839,3910584,1168,11365880
819,3929880,1291,12775184
875,3926592,1385,14042232
853,3945192,1293,12874656
814,3906840,1214,11971800
777,3925440,1319,13214112
868,3941648,1339,13415896
777,3910032,1318,13227528
758,3894120,1178,11630200
686,3871912,1188,11739896
791,3918768,1255,12419784
936,3987856,1659,17112488
1391,4227880,3393,37248056
1130,4125104,2439,26152912
1653,4421352,5097,56488584
1064,4126152,3653,39408720
899,3990088,2379,25213712
904,4014064,2464,26056168
1142,4099560,2565,27137384
872,3952224,1435,14469568
826,3993880,1353,13573568
895,4443232,1284,12236280
932,3980000,1504,15192504
802,3983208,1189,11556592
893,3996512,1364,13624384
874,3936120,1341,13512912
928,3959296,1313,13134016
826,3935304,1250,12474152
856,3913440,1399,14149744
652,3834248,987,9476584
621,3828480,903,8454312
641,3841288,1044,10017016
707,3891064,1295,12932448
820,3908480,1423,14483632
808,3910432,1713,17784880
716,3873832,1109,10902944
755,3904864,1179,11624416
702,3850368,1027,9857912
779,3921856,1179,11573272
742,3889008,1182,11683880
728,3979552,1089,10571656
743,4403088,1003,9182744
732,3923832,1168,11512184
724,3876088,1121,10965816
689,3863720,1095,10679936
632,3841528,760,6699104
902,3980336,1894,19865768
873,3957048,1791,18801256
NaN,NaN,NaN,NaN
840,3914512,1460,14972448
854,3954448,1516,15550368
826,4012224,1458,14804752
869,3933856,1579,16310576
871,3965872,1588,16318568
901,3954920,1697,17660880
750,3904952,1306,12995904
782,3897928,1470,14937232
938,5266792,1603,15688600
854,4152248,1600,16230480
897,3785960,1791,18258688
1181,7387040,1710,15636872
826,4004648,1477,14561712
889,3966344,1601,16066608
947,4152592,1728,17537408
910,4021368,1649,16836360
959,4051360,1727,17801424
932,4019992,1679,17210976
1073,5716552,1686,16933984
1811,13690080,2017,19266808
859,4011848,1495,14903192
1695,12209240,1895,18267016
904,4214792,1588,15950832
918,4040880,1737,17846432
951,4066920,1784,18266712
843,3977736,1531,15377760
908,4022000,1651,16744432
849,3944904,1545,15576264
963,4382680,1640,16549480
957,4228352,1695,17332736
946,4035800,1738,17953744
957,4070024,1762,18133088
962,4021792,1754,18220840
1002,4091048,1807,18781152
995,4060264,1705,17571464
891,3977128,1540,15572920
907,3995640,1578,16187552
922,4013568,1619,16693304
1123,4586000,1915,19832000
1025,4143240,1728,17789040
985,4036472,1675,17171064
901,3996192,1386,13859112
969,4045248,1654,17031344
907,4010144,1465,14744712
944,3998840,1553,15817776
1017,4065560,1854,19406176
1259,4170224,2351,25171448
NaN,NaN,NaN,NaN
1259,4178784,2259,24086584
1282,4692312,2161,22654008
1910,4418984,3566,39328832
1184,4130232,1835,19107296
1138,4127880,1851,19174664
1224,4107784,1947,20364072
1221,4156096,1914,19939184
1207,4129128,1855,19282624
1064,4093008,1689,17315184
1183,4168824,1835,19100512
1145,4579320,1804,18599528
1160,4120832,1764,18349760
1182,4937288,1742,17797648
1109,4105024,1865,19509200
1089,4069624,1664,17192056
1140,4125512,1765,18298352
994,4025312,1633,16853968
928,4033112,1433,14565904
991,4055712,1587,16400416
978,4047728,1552,15953248
993,4153024,1426,14293976
989,4475304,1563,15819288
932,4013216,1404,14192376
1120,4103608,1624,16705288
1160,4106880,1685,17448560
1188,4121104,1667,17161032
1034,4013408,1404,14094880
835,3966904,827,7279840
865,3921976,875,8007136
755,3922904,823,7409864
792,5452176,724,5401576
664,3926600,676,5608944
638,3890912,602,4780664
631,3856184,578,4625680
663,3872632,640,5300440
660,3871280,644,5275784
748,3923360,711,5990200
769,3925240,737,6243936
740,3926112,691,5632432
799,3947824,724,5979344
887,4661272,762,6202328
699,3895976,596,4585928
737,3920080,649,5261288
721,3928480,633,4992968
890,5841072,740,5255408
682,3970184,614,4551864
665,3885880,590,4438488
NaN,NaN,NaN,NaN
694,3917936,637,4956120
690,3906256,695,5704880
756,3915944,733,6063880
798,4485672,694,5350768
741,3920688,681,5406840
784,3926648,747,6309952
796,3947592,739,6278080
745,3916400,688,5697760
721,3905808,650,5425592
734,3906080,672,5611768
730,3926456,660,5461616
728,3917904,658,5506096
726,3937176,655,5463464
794,4558632,696,5562560
672,3910160,584,4615920
710,3891464,651,5299096
685,3864488,622,4943728
792,3955936,753,6384208
881,3990600,882,7943328
844,3949432,839,7521760
799,3898248,774,6828048
845,4251896,813,6859720
862,4224352,835,7190040
888,3985000,880,7790504
927,4007656,931,8494064
864,3975208,837,7380904
800,3926800,796,6884784
762,3917848,735,6183208
700,3906984,661,5417320
689,3902160,645,5288584
664,3895808,615,4976568
752,3904016,731,6352408
799,4299296,741,6245896
677,4097584,615,4845864
668,3876800,624,5172080
677,3883240,624,5125808
709,3882632,649,5486136
713,3915792,653,5456056
673,3944392,603,4817344
683,3903616,632,5009320
658,3909328,603,4805288
602,3856608,538,4040264
714,4433272,627,4743552
690,3916480,642,5158400
669,3894016,608,4796336
701,3894936,657,5348944
NaN,NaN,NaN,NaN
663,3888080,604,4751896
699,3871552,650,5273624
732,3914672,697,5824528
951,3993256,942,8748656
953,4007448,939,8645768
1269,4116912,1309,13045728
1339,7491344,1078,9139776
820,4697432,687,5501376
715,3929944,635,5173760
762,3869328,686,5872072
682,3842560,571,4451320
859,3985328,759,6563336
774,3919768,688,5683960
790,3898920,696,5906296
784,3930176,690,5766416
720,3948424,605,4837960
838,4374248,734,5956824
729,3853408,627,5047552
694,3857240,600,4704240
662,3861544,568,4228744
819,3938656,750,6433592
682,3918952,582,4407000
747,3875768,677,5617376
698,3945680,593,4666144
760,3874800,670,5579048
739,4211056,618,4716208
635,4179864,504,3398416
590,3853472,479,3358200
564,3719576,469,3157560
679,3894048,575,4420128
609,3856744,509,3553608
611,3838408,497,3453568
531,3826144,406,2504784
531,3834608,405,2444736
608,4332872,455,2574840
578,3945128,440,2744416
539,3836224,410,2487984
534,3826984,401,2402384
488,3820280,353,1925304
496,3820024,364,2040336
505,3826264,382,2075920
511,3817648,379,2184272
514,3843440,393,2096512
1135,4092288,1067,9991552
924,4002896,850,7589424
985,4488448,905,7966688
817,3972200,728,6160648
NaN,NaN,NaN,NaN
860,3982304,833,7411736
670,3897224,691,5744272
699,3909448,713,5988240
779,3953944,817,7223032
740,3943480,749,6417328
757,3941880,759,6544792
686,3894856,636,5226184
653,3911360,584,4680176
855,4538752,873,7713608
736,3931936,756,6519536
681,3799776,637,5332456
696,3801264,716,6049616
697,3847960,671,5608648
689,3888352,643,5256104
639,3860896,577,4534944
683,3909656,645,5287104
737,3947752,723,5944848
616,3935672,528,3603288
756,5026304,638,4330640
705,3918712,636,4920568
631,3876176,560,4242464
642,3891928,569,4369872
648,3865320,583,4555704
570,3883656,463,3036672
1118,9204624,666,4503224
677,3923832,601,4630696
622,3858096,575,4388288
803,4148480,910,7786840
785,4283272,891,7488472
824,3927432,1006,8870952
761,3966704,851,7220808
791,3915984,906,7764392
686,3677872,732,5952288
832,3968248,897,7861848
710,3939000,792,6450480
794,3949144,839,7261296
720,3909280,712,5822136
778,4332624,736,5681112
805,4091392,813,6667912
829,3968376,853,7204760
719,3914936,706,5576952
718,3911152,745,6086016
750,3934936,752,6164424
622,3869736,615,4568296
636,3878672,623,4763376
685,3893456,687,5569240
772,4486504,739,5788904
661,3879128,663,5246328
NaN,NaN,NaN,NaN
759,3930640,821,7052240
773,3945496,1016,9019328
821,3981288,1485,13841008
921,3996192,1521,14231384
1234,4139440,2473,23834512
990,4030160,1679,15668288
953,4019512,1508,14046312
603,3865488,568,4389896
614,3862280,607,4841816
850,4522632,829,6968640
880,3946728,917,8325256
921,4020904,944,8555712
913,3977064,919,8490064
932,4034504,984,9196624
1029,4018200,1099,10510512
923,3996952,960,8740560
978,4031976,1070,10129728
896,3979432,974,9075864
952,4102640,992,9300784
1081,4547032,1130,10655544
704,3905784,666,5591672
702,3905184,750,6529264
1076,4058088,1450,14574848
809,3957784,898,8310056
635,3877896,544,4096640
629,3879968,528,3980600
689,3900312,613,4921280
646,3888688,570,4296096
614,4102448,508,3323248
667,4179520,576,4124112
645,3895176,588,4651744
582,3849248,504,3517056
688,3916392,622,4954008
663,3928984,610,4728264
773,5732328,547,3691392
688,4418784,608,4329248
725,4719024,598,4409328
750,4365056,668,5273368
867,5604480,701,4937808
863,5443808,697,5395184
827,4017552,810,6975512
739,3907784,745,6201864
778,4811728,747,6169664
723,4355136,626,4931936
747,4262280,659,5392000
714,4210888,621,4915440
702,3912640,631,5154752
755,4361608,686,5667328
NaN,NaN,NaN,NaN
976,6232024,830,6142280
709,3958656,624,4925224
727,3941432,678,5649384
633,3897672,611,4900016
587,3870720,548,4049136
628,3872848,623,4945264
775,3894296,775,6729264
762,3970224,757,6437440
794,3942224,872,7895232
763,4470744,813,6772320
734,3916808,740,6138304
731,3936216,699,5646136
735,3930120,768,6482608
747,3929768,788,6858888
704,3923056,845,7426528
651,3903392,676,5413800
682,3902160,717,5882040
830,3983976,901,7942456
780,3958088,989,9082616
751,3938080,785,6797208
919,4533160,1017,9145832
785,3946208,892,7978768
784,3930432,840,7358576
785,3946320,902,8129088
767,3949976,819,6969736
898,3951992,1031,9494504
835,3846968,947,8401568
1001,4158576,1138,10667664
781,4075120,864,7562608
817,4055544,922,8197128
749,4042648,794,6755560
759,4079752,783,6528848
778,4051688,819,7038024
803,4073544,842,7180264
846,4103768,929,8254920
739,4068440,752,6242216
743,4036976,768,6548136
901,4108760,951,8603096
875,4094224,938,8273352
888,4089880,929,8340512
945,4147848,1057,9643832
881,4105560,981,8890056
821,4068128,904,7926120
973,4159920,1227,11585336
946,4100704,1009,9230944
839,4097816,872,7442344
868,4087104,897,8036592
NaN,NaN,NaN,NaN
848,4114696,904,7952112
890,4093144,914,7891912
798,4038832,778,6520016
923,4119264,929,8222552
774,4067240,765,6336928
861,4074168,914,7916280
1105,4210760,1199,11144832
1208,4210440,1412,13523832
1261,4258400,1462,14213160
1232,4294184,1465,14257864
1274,4263432,1498,14470520
1270,4253496,1515,14736432
1192,4242912,1451,14216360
1305,4263352,1541,15302472
1253,4250096,1451,14102520
1305,4286224,1473,14234816
1424,4346456,1718,16823048
1217,4242528,1417,13779240
1442,4333176,1728,17505872
1673,4411656,2059,21226056
1486,4304576,1766,18032632
1319,4307264,1603,16012016
1183,4221080,1316,12722608
1174,4198776,1267,12092680
1332,4251528,1567,15592520
1074,4179536,1340,13047560
1058,4232000,1293,12402784
1143,4225640,1370,13173984
1462,4310984,1766,17731712
1466,4345288,1779,17904128
1388,4325768,1603,15851408
1419,4338800,1634,16202808
1552,4252280,1849,18860336
1363,4278528,1590,15915064
1711,4411632,1985,20492608
1721,4430072,1968,20345024
1335,4291224,1466,14436432
1439,4309832,1588,15985840
1337,4268112,1576,15848000
1354,4284392,1489,14905864
1337,4270760,1590,16090968
1405,4300080,1773,18175064
1357,4329008,1803,18275184
1110,4154872,1533,15384792
968,4128416,1187,11384040
1048,4191552,1441,14420792
1199,4219720,1574,15908224
1145,4167136,1338,13161152
NaN,NaN,NaN,NaN
1226,4239080,1414,13904840
1099,4224440,1304,12422360
1007,4145168,1151,10819712
1748,4422224,2032,20992912
2046,4562616,2590,27503584
2072,4601808,2558,27143760
1896,4485392,2253,23660864
1834,4511024,2336,24604184
1832,4472168,2248,23629680
1955,4523440,2302,24256248
1149,4208368,1262,12107792
1084,4166240,1183,11218064
956,4126928,1065,9867368
1069,4172848,1203,11412328
999,4141520,1148,10865208
813,4060136,912,8098584
931,4115240,1059,9836424
870,4079056,949,8590464
827,4081024,910,8080200
557,3947400,582,4483456
614,3992096,662,5375608
690,3996800,769,6589064
638,4013952,818,7158784
653,3992592,956,8839032
692,4013544,861,7585304
717,4043504,803,6650872
908,4092376,948,8272112
1064,4163696,1217,11430784
935,4125728,995,8925392
951,4071408,974,8804672
916,4097840,975,8858656
937,4129912,1057,9637784
1025,4174272,1506,14928320
1130,4196152,1742,17702680
1275,4296352,2009,20878648
1121,4204320,1557,15654504
1213,4232896,1799,18403256
1074,4208136,1780,18194728
1006,4196120,1554,15646616
1560,3459768,2309,24680336
1908,4517528,2714,28797664
2050,4586448,2701,28719352
1187,4227024,1696,17212936
1487,4354320,2121,22096592
2082,4602232,2980,32115528
1979,4531192,2704,28850808
NaN,NaN,NaN,NaN
2042,4588856,2803,29990616
1953,4547464,2546,26879608
1825,4481544,2593,27585928
1025,4155312,1420,13943360
1047,4176496,1372,13467576
1271,4256792,1829,18629480
1550,4429776,2404,25469480
1501,4371448,2342,24707984
1671,4439608,2514,26798312
1741,4475624,2570,27385232
1476,4356816,2180,22862192
1640,4409472,2460,26083736
1617,4396152,2352,24924552
1681,4496256,2655,28420256
1843,4513760,2784,29870440
1805,4506224,2670,28582920
1858,4541320,2699,28827960
1766,4500480,2854,30611664
1928,4602448,3155,34066624
1698,4493224,2549,26871384
1717,4481808,2600,27394456
1637,4446080,2511,26328424
1627,4430928,2440,25463016
1700,4465896,2394,24932136
1539,4395912,2241,23200952
1542,4400648,2310,24112016
1664,4454840,2447,25559224
1695,4481928,2559,26943256
1690,4473040,2491,26300656
1539,4377216,2294,24142472
1636,4450568,2614,27942664
1392,4385752,2217,23362024
1519,4377896,2451,26093448
1394,4325528,2125,22310064
1449,4393800,2258,23858240
1301,4331048,1991,20829768
1381,4370624,2021,21078288
1476,4424248,2328,24620232
1404,4344968,2123,22251744
1607,4484728,2506,26640696
1534,4400576,2302,24248416
1489,4402008,3102,33608744
1578,4449296,3577,38980336
1413,4371120,2902,31016536
1679,4529880,3988,43601640
NaN,NaN,NaN,NaN
1362,4374264,2935,31486984
1429,4388232,3456,37420712
1411,4373224,2060,21273328
1445,4365096,2108,21816904
1489,4384816,2015,20723968
1560,4425712,2187,22718392
1391,4309824,1909,19611808
1250,4265448,1581,15774568
1117,4243640,1464,14367432
1119,4185712,1458,14121400
1206,4236888,2275,23716992
1197,4247312,2692,28597280
1204,4256592,1484,14557368
1411,4317784,1830,18637584
1461,4334968,1960,20030096
1209,4238856,1469,14197952
1284,4216464,1670,16748072
1272,4277640,1756,17609344
1226,4261680,1697,17011872
1220,4250944,1764,17639480
1993,4616096,3496,38001280
1878,4546008,3229,34966752
1686,4441248,2837,30432168
1947,4619208,3557,38659872
1810,4519592,3161,34001688
1599,4425800,2633,27767000
1737,4513056,3262,35191056
1759,4531208,3044,32875936
1408,4349840,2166,22594304
1522,4374728,2833,30429976
1578,4447568,3165,34337776
1948,4674912,5234,58410320
1944,4645896,5482,61309032
1981,4688344,4711,52304568
1470,4379024,2366,25024568
1312,4329792,2206,23056336
1572,4472560,3356,36309296
1882,4550296,3987,43709576
NaN,NaN,NaN,NaN
2043,4691256,5362,59685072
1773,4629912,5330,59177192
1606,4463832,3816,41529424
1228,4347776,2926,31000192
1416,4413952,3320,35681632
1416,4403848,2786,29548208
1434,4347400,2411,25213032
1340,4322304,2429,25511680
1324,4346952,2139,22130368
1543,4387336,2535,26783808
1485,4404800,3008,32247328
1426,4370960,2796,29770736
1376,4361824,3065,32989616
1601,4452288,3341,36296376
1433,4361784,2485,26218728
1238,4294368,2411,25301488
1628,4475784,3195,34445832
1668,5532648,2996,32042920
1627,4514848,3078,33185632
1551,4375264,2665,28466120
1833,4558248,4004,43980120
1644,4483712,2937,31394424
1814,4583280,4779,52842456
1612,4473840,3217,34645272
1521,4448432,2597,27565720
1391,4351112,2738,29014576
1694,4473464,2528,25563144
1566,4415888,2246,22682792
1549,4386840,2323,23466536
1556,4427808,2265,23090272
1753,4484416,2951,31326936
1515,4430144,2372,24217856
1506,4419176,2548,26279648
1344,4337720,1753,17604208
1469,4384520,2098,21530736
1492,4403160,2358,24484064
1856,4568632,3437,36850000
1668,4478088,3112,33247672
1555,4470400,2877,30465888
2082,4648416,3852,41898376
1751,4533712,3199,34366656
2221,4706000,3395,36822768
1977,4603688,3541,38656584
1680,4489800,3325,36184664
1405,4392584,2634,28006632
1681,4502312,3209,34884424
1692,4525376,3256,35332328
1591,4466960,3094,33412344
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
1595,4479016,3225,34803600
1607,4486216,3102,33498088
1427,3918736,2720,29115960
1565,4289296,2745,29418112
1504,4266680,2712,29150888
2018,4434208,4128,45594800
2092,4552432,4470,49683496
1674,4338224,3701,40693392
2013,4535160,3858,42432952
1950,4485352,4192,46302352
1492,4256072,3039,32958576
1867,4443504,3790,41638008
2042,4513624,4220,46570632
1632,4319888,3395,36894688
1447,4234248,2596,27545448
1638,4317968,3069,33089432
1788,4399120,3313,35904200
1867,4435440,3205,34582728
1936,4758984,3698,40151464
1446,4231656,2438,25569912
1377,4200472,2305,24254104
1433,4209032,2510,26577232
1818,4396472,3070,33073552
1449,4215520,2564,27367928
1418,3606384,2981,32527208
1459,4207840,2364,25012760
1453,4173840,2239,23360296
1738,4316048,2450,25869656
1491,4187904,2147,22310544
1735,4323944,2881,30965696
1595,4249248,2965,32027296
2091,4470856,3820,42133296
1603,4272560,2839,30614296
1843,4370464,3131,33905648
1599,4265728,2684,28697264
2067,4443360,3288,35833776
2078,4457416,3385,36913208
1883,4385552,2982,32230064
1590,4264320,2765,29626344
1402,4168952,2066,21478568
2585,4713696,3792,41518336
4908,5706872,6869,77242784
4475,5549936,6372,71318648
4478,5524512,6268,70192568
4379,5504104,6294,70607376
3713,5189464,5133,57085312
NaN,NaN,NaN,NaN
3441,5086672,4761,52865648
2670,4746552,3887,42661400
2070,4530984,3548,38755848
2791,5857640,4390,48019544
2082,4523984,3428,37431032
2108,4526408,3789,41694168
2225,4585848,4050,44625296
1820,4423928,2834,30482968
1861,4372920,2794,30040928
2180,4558720,3550,38884424
2309,4626984,4195,46320944
2444,4682208,4485,49757424
2455,4726752,4364,48372024
2770,4813136,4927,54940320
2582,4745448,4216,46426048
2292,4610416,3818,41962408
2028,4466792,2951,31652144
1456,4277968,2277,23724904
1713,4360352,2750,29024056
1742,4361976,2868,30388856
2090,4508768,3297,35224368
1965,4468520,3172,34054256
2375,4595224,3561,38580416
2297,4613680,3475,37534152
1867,4397016,3189,34216600
1046,4070200,1700,17307672
791,3974624,1093,10285896
755,3935984,905,7935912
772,3946176,1035,9437080
898,4001096,1218,11569744
874,3977800,1113,10405312
918,4001992,1170,10932840
901,4018472,1129,10500552
828,3970552,1071,9909064
894,4004112,1163,10796296
900,3988992,1126,10508720
758,3944536,1018,9289120
882,3997704,1268,12200840
824,3965456,1209,11573016
773,3947600,1174,11161904
750,3932688,1098,10186776
773,3973760,1090,10020344
790,3924840,1195,11265232
752,3964216,960,8786312
802,3968312,1055,9828448
NaN,NaN,NaN,NaN
685,3871744,729,6164936
716,3934096,807,7073152
723,3930920,781,6698808
701,3894640,769,6554032
671,3914560,678,5547704
628,3843864,678,5670864
617,3910480,624,4973912
638,3844424,687,5732632
734,3939968,869,7826168
807,3948320,911,8185552
923,4001544,1119,10659784
873,3985680,1092,10387624
736,3931496,805,6935528
835,3974224,1125,10345816
801,3957112,1176,10872520
786,3936008,1043,9440176
628,3882208,903,7867656
757,3932176,999,9161080
737,3934384,920,8089360
831,3979104,1099,10309184
772,3929632,970,8812736
709,3918800,858,7508616
975,4038008,1163,10866752
809,3968248,1026,9260000
865,3997584,1121,10474640
901,3994880,1112,10368864
852,3975160,1094,10288680
952,4037952,1130,10602928
903,4025480,1157,11007144
930,3984120,1284,12692200
851,3976864,1051,9830048
913,4025440,1128,10679240
914,4016216,1201,11251408
1300,4191120,1832,18989216
1694,4311296,2317,24548288
1676,4350688,2348,24847792
1344,4170936,1950,20297448
1176,4140144,1851,19151560
1159,4115424,1726,17698752
1030,4054896,1616,16418952
1108,4104152,1957,20307600
1188,4135768,1890,19633192
1239,4200032,2264,24049536
1253,4194448,2662,28705968
1135,4117104,2385,25441184
1082,4094728,2296,24214000
804,3989992,1805,17811248
NaN,NaN,NaN,NaN
676,3920384,1020,9359064
805,3970728,1241,11773592
827,3971848,1419,13886320
687,3942640,1056,9786376
605,3883928,850,7294824
657,3897240,871,7519840
719,3919080,1081,9973776
689,3903072,953,8481648
664,3898904,880,7522128
681,3909840,1014,9212032
670,3900656,848,6981248
641,3895480,788,6527192
719,3939840,1161,10710264
729,3947680,1335,12773352
825,3959600,1209,11428360
1416,4256232,2812,30193592
1248,4184280,2561,27450048
1487,4275312,2787,29715672
1552,4322736,2743,29599984
1384,4254720,2741,29510088
1421,4253904,2580,27516984
1313,4224752,2544,27187312
1321,4231416,2700,29034992
1540,4608832,2729,29150840
1432,4286440,2737,29468288
1341,4235384,2790,30169856
1398,4243144,2637,28258112
1423,4272832,2814,30394344
1524,4324104,2664,28527768
1415,4269224,2807,30336864
947,4038008,1867,19185896
814,3964968,1621,16485936
807,3972760,1533,15380864
903,4013080,1658,16899584
855,3990960,1654,16812720
878,4011344,1737,17735296
933,4104560,1750,17796664
852,3968112,1592,16077144
836,4019056,1708,17349144
925,4039984,1923,19907544
755,3950760,1510,15109944
782,3977256,1646,16788072
755,3955624,1499,15179048
633,3911472,820,7151952
602,3826360,728,6043264
575,3870896,694,5691288
NaN,NaN,NaN,NaN
714,3924880,838,7270264
702,3912808,863,7610320
629,3901608,775,6668008
713,4765368,795,6313256
651,3913416,832,7118144
653,3881312,773,6549256
645,3899000,808,6976880
597,3844160,688,5638856
592,3883032,678,5466480
656,3865896,781,6625320
679,3890880,709,5859632
693,3941352,720,5910840
752,3939552,934,8269536
793,3976656,1153,10294480
893,4028752,1281,11699344
718,3930088,897,7623240
656,3920144,889,7448184
1855,4431840,3378,36155992
3370,5109624,6974,78039008
3107,4972440,6267,70235912
2710,4809648,5290,58700872
1214,4164400,2021,20910688
2191,4564920,4263,47313096
2711,4789296,5369,60222544
2963,4885960,6031,67767016
3134,4973520,6551,73914032
3017,4949952,6308,70438840
2825,4855824,5832,64620760
3172,5014664,6704,74836216
2966,4889840,5878,66016112
3100,4955736,6149,69215824
2974,4923136,6006,67388536
3005,4941960,6245,70158568
3265,5049160,6908,77895640
3435,5098136,7427,84035200
3118,4944016,6606,74513440
3111,4948656,6488,73207136
2943,4933480,5923,66662368
3161,4962384,6311,71289152
2978,4890880,5941,66947144
2897,4845776,5726,64389248
3287,5771264,6638,74840512
2783,4806144,5437,61069592
2112,4541912,4018,44247128
900,3976040,1171,10993184
970,4096184,1326,12792320
957,4016304,1353,13185432
NaN,NaN,NaN,NaN
1033,4111808,1483,14694272
1004,4034712,1444,14204648
1066,4139416,1574,15425072
1035,4081912,1547,15275536
985,4078808,1427,14055928
980,4048096,1376,13343312
1046,4088152,1568,15495424
962,4062912,1365,13404248
1036,4131488,1559,15417896
1131,5257896,1653,15927384
980,4166800,1414,13952520
926,4050264,1257,12292024
923,4031600,1323,12984040
822,4002560,1146,11028760
786,3965936,1158,11173840
824,3990856,1284,12747232
865,4008032,1383,13828736
852,3998512,1405,14093048
701,3933496,935,8386056
825,3996312,1246,11973016
820,3980560,1195,11429488
862,4014728,1379,13647680
860,4021064,1334,13264960
814,3973936,1225,11882728
762,3937512,1128,10771184
814,3991744,1308,12818472
741,3951736,1106,10482480
814,3980952,1218,11808784
768,3954968,1040,9753648
879,4036592,1308,12820600
808,3974872,1133,10778928
1169,4117232,1597,16304776
2151,4570648,2589,27868864
3187,5064896,4755,53057200
4226,5583096,7542,85837600
3672,5213624,6371,72308304
2226,4582024,2388,25624488
2203,4562512,2528,27146368
2354,4646800,2709,29398624
3685,5319640,5869,66281488
4073,5510104,6818,77570496
3896,5411600,6773,76901360
3184,5073936,5757,64940048
3503,5204816,6514,73818504
3404,5189272,6378,72263112
NaN,NaN,NaN,NaN
3433,5183344,6055,68323776
3283,5133872,6076,68450088
3546,5239784,6763,76443944
3428,5195064,6750,76455744
3234,5107464,6482,73277576
3605,5242760,6551,74189744
3399,5107880,5108,57153344
3242,4998216,4568,50946304
4358,5506488,7674,87355568
3708,3989568,7012,80166264
3495,1671728,7004,81138872
2088,930016,2865,32628392
3517,1620024,6615,76664760
2063,927344,2969,34048624
2574,1181416,4483,51819464
3346,1581464,6567,76179992
3639,1707264,7244,84048624
2681,1376728,5361,61867048
3444,1619344,7132,82496104
2993,1423296,6267,72409032
4266,1902104,6966,80865576
5359,2356224,7719,89646408
4826,2182736,7090,82198776
4407,1967848,7023,81582192
3434,2198672,6666,77007984
3565,5164808,6827,77583432
4004,5375424,7308,83102824
3050,4882184,4507,50535096
4841,5679008,7495,85363064
3983,5343128,7344,83525752
3685,5255976,7341,83481464
3773,5203976,7524,85642048
3829,5324720,7208,81845064
3686,5315632,6805,77271992
3377,5172136,6226,70536440
2462,4641600,3624,40136256
2053,4468328,2474,26579744
2057,4438776,2428,26102776
1921,4428816,2351,25096512
1884,4341560,2177,23132504
1810,4377664,2226,23690472
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
2327,4612016,3368,36906336
2261,4585576,3183,34547656
2293,4584576,3041,32890944
2000,4445320,2658,28507640
2349,4600104,2885,31196112
2495,4661168,3277,35560736
2844,4813744,4615,51226624
2472,4634800,3685,40260592
1980,4440008,2525,26590104
2160,4524496,2690,28582512
2210,4548744,2759,29449352
2047,4452040,2588,27614336
2003,4467176,2589,27578536
2157,4470704,2691,28983216
2339,4600840,2875,30998480
2169,4489168,2649,28340864
2155,4538976,2701,29023912
2119,4477024,2638,28336624
2006,4401064,2425,25836656
2153,4531056,2628,28221400
2161,4529544,2700,28998384
1744,4326184,2023,21211616
808,3910576,989,9116432
802,3919184,1109,10541176
740,3898328,1245,12091320
794,3938064,1359,13277080
779,3924704,1349,13308104
850,3976264,1598,16125360
824,3935624,1454,14454368
802,3929680,1631,16453664
882,4483544,2153,22413424
797,3936576,2151,22604640
923,4002200,2269,23962000
913,3999600,2167,22820784
858,4007424,2043,21469704
816,3955736,2133,22572456
765,4089072,1946,20459488
894,4009680,2359,25211104
882,3977520,2186,23255960
942,4481376,2207,23432816
831,3982040,1961,20620112
1012,4042128,2437,26248384
818,3930184,1377,13609160
733,3901960,770,6427120
NaN,NaN,NaN,NaN
902,3947944,914,8087480
660,4345144,744,5986184
707,3898032,975,8685200
800,4893984,961,8343008
859,3924296,1543,15310976
811,3940040,1343,12978456
700,3885112,1146,10767728
630,3844296,939,8324480
613,3826464,879,7556432
711,3896104,1035,9377304
647,3843568,980,8840992
904,3951048,925,8111880
970,3985968,974,8768144
897,3959064,1227,11701400
623,3845888,777,6434720
693,3894608,863,7475864
818,3915784,1103,10350600
810,3894496,1119,10481880
1070,6006672,1324,12604568
893,3953760,1403,13745400
984,4822992,1478,14215648
1214,8149496,1375,11926648
845,4241992,1134,10416112
1239,6998096,1703,15733640
1015,6150704,1408,12818432
836,4851872,1155,10490320
911,4899144,1340,12687288
955,4454616,1425,13686472
1029,4031840,1748,17623816
1036,4038736,1751,17646248
1232,4170424,2420,25436224
1140,4100032,2129,22099680
1221,4123928,2383,25083312
1085,4073240,2045,21320008
1156,4174472,2189,23121072
