downstream_packets,downstream_bytes,upstream_packets,upstream_bytes
649,3880424,642,4956192
NaN,NaN,NaN,NaN
693,3870072,710,5790768
860,3927872,1110,10426800
876,3945520,1211,11592448
825,3914104,1099,10326816
985,3994200,1276,12343328
901,3938112,1158,11000616
899,3949112,1136,10641720
989,4002576,1687,17089064
939,3970688,1494,14819128
1065,4044072,1774,18196192
905,3944584,1342,13140424
872,3929232,1227,11796600
1039,4019296,1456,14479432
916,3933352,1257,12200704
1017,4025792,1451,14538968
1270,4054400,1715,17659512
1084,4039208,1316,12953776
956,3972488,1177,11268632
881,3919616,1128,10714152
1011,4022880,1747,17810760
869,3947360,1719,17681840
942,4010688,1878,19462520
1035,3993736,1929,19946248
937,3982424,1560,15686800
922,3967720,1409,13978968
969,3972736,1384,13674032
933,3981368,1406,13957880
985,3976800,1626,16621176
922,3974640,1467,14759056
756,3873368,1100,10477632
669,3836664,686,5622816
870,3947864,1128,10620432
722,3872320,895,8028368
762,3901520,901,8054304
643,3835896,647,5095120
770,3878792,1012,9390320
684,3882880,771,6604792
542,3802784,543,4019592
694,3857296,815,7051880
729,3878744,922,8310184
666,3862464,804,6790064
736,3872216,1196,11450952
704,3892432,1105,10474896
695,3875976,959,8770952
730,3855664,1017,9525520
672,3906432,835,7212944
691,3934280,912,8111544
704,3880520,930,8339712
NaN,NaN,NaN,NaN
599,3828400,686,5685376
711,3864272,1037,9786312
675,3847800,853,7684176
663,3894160,823,7200336
601,3846624,676,5330104
648,3887032,791,6706496
671,3868704,819,7066416
718,3886000,884,7885936
678,3870696,813,7074544
703,3860472,851,7524072
680,3851840,763,6533136
635,3834704,724,6095256
682,3885992,803,7039344
782,3881192,924,8423360
674,3846264,738,6174984
707,3894992,805,6916408
767,3870384,931,8310184
721,3858264,873,7633720
639,3840064,720,5803392
665,3924376,741,5950280
686,3864584,781,6700744
665,3843640,767,6373640
689,3885744,723,5954368
694,3860760,750,6275472
548,3806744,473,3066984
512,3784216,402,2223232
477,3788608,355,1798488
547,3792384,459,2848648
508,3767264,397,2098496
511,3793432,397,2243280
525,3780768,411,2438552
535,4110376,393,2058648
504,4037024,358,1738264
444,3778424,303,1149360
497,3781288,381,1939808
476,3792824,349,1772008
481,3772816,371,1906920
488,3742064,378,1923192
513,3816968,497,3146320
936,3965168,1175,11137328
1376,4155648,1876,19337624
1396,4187096,1945,20196408
1494,4216560,2163,22851608
NaN,NaN,NaN,NaN
1076,4034288,1479,14797592
1157,4076360,1558,15717080
1163,4072360,1531,15267488
1303,4135168,1764,18136520
1393,4187240,1880,19449864
1218,4115032,1653,16846384
1216,4096664,1584,16105416
1336,4158480,1746,17921592
1557,4240320,2035,21315528
1336,4155960,1623,16522320
1130,4056096,1316,12828264
1062,4035216,1358,13432584
1210,4081024,1493,15068816
892,3984960,985,9093312
1054,4021760,1219,11843472
922,3971000,1059,9794944
1144,4071104,1372,13365208
1027,4016040,1221,11705232
827,3913784,933,8424496
1141,4069560,1385,13410056
1113,4058080,1321,12434880
970,4010832,1153,10553512
1152,4028792,1427,13870328
1034,4012000,1220,11591240
879,3951080,990,9018464
890,3921184,970,8827280
908,3978736,1042,9591424
931,3937824,1109,10489232
1136,4052408,1408,13889208
1124,4016512,1432,14282136
1014,4016112,1280,12476448
1064,3999224,1420,14105936
909,3987808,1167,11013944
970,3963680,1189,11396224
841,3912096,969,8790672
1075,4049416,1314,12869232
1042,4007848,1341,13074712
1291,4106784,1763,17982272
920,3973472,1167,10981152
1178,4027488,1716,17572744
1303,4130432,1815,18666304
1158,4051800,1524,15204528
1164,4083560,1454,14371056
952,3973888,1343,13106048
853,3917872,1056,9688712
545,3825672,616,4533448
NaN,NaN,NaN,NaN
569,3815648,611,4440536
588,3834552,696,5598736
559,3779280,592,4344112
592,3846944,602,4481712
554,3842240,537,3636536
615,3855544,863,7512856
541,3806840,574,4220832
554,3822264,510,3606056
657,3867304,788,6898088
1578,4254800,2592,27747816
1842,4364584,2817,30340608
1429,4234872,2342,24752712
2956,4804168,4613,51318640
2736,4743368,4404,48628544
2479,4641784,4008,44023344
2806,4769448,4916,54733928
3321,4945032,5843,65664280
2320,4558216,3916,42951632
3407,4987232,5854,65716032
3576,5091264,6274,70360224
3278,4961336,6016,67155952
3523,5097432,6762,75827624
3346,5011504,6228,69771648
3662,5098560,6291,70613048
4037,5277272,6327,70970584
3521,5088320,5995,67028568
4232,5442552,6985,78683008
3691,5095064,5654,63218960
3261,4929888,4851,53813872
3790,5110720,5678,63480488
3252,4944000,5384,59989104
2632,4685440,4481,49389664
2487,4661344,3993,43662200
1687,4280552,3184,34492920
2631,4743056,5246,58565664
NaN,NaN,NaN,NaN
2097,4528480,4475,49531304
1798,4372384,4765,52939200
3249,4953472,3786,41531472
NaN,NaN,NaN,NaN
3472,5071992,6118,68609760
3217,4963376,6157,69017408
2686,4751856,4886,54157808
3104,5830096,6050,67486232
3495,6125344,6923,77880904
3739,5973168,7317,82495104
3560,6011512,6868,77260328
3709,6192248,6981,78502616
3703,5345208,6841,77052944
3872,5211856,6705,75415240
3721,6328312,5899,65939736
3775,5773320,6033,67551888
3251,5654656,5377,59977864
3780,6056928,5882,65874696
3075,6009176,5218,58042552
3430,4999144,5430,60572424
3300,5328608,5295,58857816
3507,5582840,5778,64410272
3674,5679560,5838,65192216
1804,4804240,3035,32623384
2469,5680152,3705,40252944
2956,4813752,4971,55057496
4012,5239936,6217,69489848
3969,5266448,6328,70812912
4115,5273088,5935,66232160
3442,5015888,5388,59790968
3667,5117952,5626,62618064
2350,4552328,3838,41678976
1898,4422592,3182,33936240
1498,4248088,2558,26748888
1960,4444712,3348,35955496
2260,4563088,3688,39897096
1671,4295928,2932,31311120
1784,4355248,2976,31679264
1714,4278920,3116,33396168
2352,4580656,3729,40615528
1299,4164560,2374,25120528
1800,4385288,3112,33366128
NaN,NaN,NaN,NaN
1277,4154096,2988,31878664
950,4082360,2255,23518696
1930,4447552,1829,18524712
1199,4143152,3148,33602136
NaN,NaN,NaN,NaN
1203,4157624,1909,19375440
1285,4144416,2264,23758264
1440,4172128,2566,27105560
1432,4419952,2554,26804864
1434,4219504,2515,26547760
1247,4153200,2290,23870784
1178,4112472,2075,21439440
1538,4090088,2625,27683096
1308,3597976,1880,19549560
1267,3717480,2217,23014240
1455,3993616,2337,24513456
1292,3535352,1888,19507688
1222,3685312,2170,22675848
1085,3644872,2140,22493344
889,3601688,1719,17656312
1195,3995824,2146,22543944
1350,3577112,2358,25151480
1114,3511744,2087,21842920
1344,3956720,2794,29839344
1412,3339200,2513,26974520
1785,3442656,2881,31078160
1432,4014728,2063,21603648
1612,3966024,2614,27902192
1901,4102112,2821,30336536
1634,4190024,2745,29214808
1653,4100216,2376,25183576
1651,3756368,2503,26528872
2524,4373752,4000,44055264
3051,4542136,4175,46090760
2683,3921664,4122,45538216
2191,3991840,3297,35886640
2052,3713712,3388,37077024
2074,3868096,3291,35812680
1891,3891176,3484,38120632
2232,3567944,3772,41602376
2439,4202776,3650,40055168
1807,3532568,3049,33417032
1809,3514832,3099,34027840
NaN,NaN,NaN,NaN
1992,4193056,3660,40266224
1616,3465680,3248,35247744
1476,3918680,2794,30117712
1170,3297832,2532,26900192
1225,2385664,2330,24930792
1149,2244784,2369,25836920
NaN,NaN,NaN,NaN
1625,3839432,2946,31737960
1682,3634480,3118,34038616
1469,3028432,2734,29557864
1594,3577336,2849,30930976
1271,3610416,2122,22207184
1143,3797536,1962,20274016
1335,3273600,2387,25224776
1961,2824632,2813,30702696
2038,3430672,2841,30898528
2053,3389848,2662,28837808
1982,3401960,2796,30321816
1896,3353872,2621,28420664
1983,3386528,2485,26958120
1959,3391144,2553,27667904
2016,3410624,2824,30700456
1930,3379536,2618,28276160
1774,3293320,2164,22992432
2026,3416864,3098,33722824
2261,3536968,2876,31305824
1977,3396512,2645,28645672
1952,3392648,2421,25996608
1300,3114024,1748,18137672
1311,3133776,2120,22355056
1452,3191048,1869,19486720
1364,3146064,1913,20002184
1416,3173400,1754,18252688
1395,3127648,1784,18456712
1183,3073056,1676,17204384
1225,3094584,1308,12977528
629,2824584,834,7447192
694,2851176,900,8175264
752,2873296,1017,9556928
NaN,NaN,NaN,NaN
629,2806416,1037,9838152
671,2850672,817,7346552
621,2800440,812,7317088
3071,3921736,3109,34282312
2149,3507680,5272,59428608
1446,3205904,3783,41823640
1532,3223384,2724,29491912
1534,3243968,2694,29179136
1297,3107744,2610,28148248
1301,3135520,2313,24761072
1249,3092048,2215,23617656
1253,3087656,2180,23217664
1244,3108864,2320,24850712
1093,3032968,2121,22547624
1171,3064168,1975,20912464
1211,3096584,2355,25280656
1127,3046304,1958,20588856
NaN,NaN,NaN,NaN
1337,3133736,2150,23059336
1357,3167656,2611,28319520
1256,3104672,2547,27505152
1314,3138424,2616,28383048
1341,3140640,3063,33554832
1336,3139648,2796,30471072
1316,3132896,2438,26250312
1613,3285936,2880,31389944
1682,3263432,3188,35076040
1663,3282328,3075,33630864
1596,3257864,2832,30745200
1457,3231816,2643,28667336
1354,3133976,2459,26460288
1558,3257024,2926,31857320
1523,3204816,2681,29060672
1292,3127576,2463,26557480
1279,3138744,2064,21920560
879,2919392,1201,11814472
837,2927168,1238,12131856
867,2911920,1319,13149824
703,2866144,1146,10895776
1045,2998384,1727,17002520
968,2986424,1851,19224328
944,2971768,2112,22351672
2378,3570712,3551,39047696
1098,3026976,1514,15329560
1230,3077168,3015,32951880
789,2910360,1454,14696408
763,2889472,1489,15139000
703,2849032,1090,10479784
675,2841600,1019,9552376
NaN,NaN,NaN,NaN
898,2920616,943,8638504
924,2944432,1109,10603472
931,2944408,1490,14989856
706,2844944,1345,13365560
522,2748248,1026,9785760
451,2736280,698,5975568
439,2613096,635,5184272
NaN,NaN,NaN,NaN
576,2719432,952,8889616
516,2763008,740,6359240
771,2887632,1519,15388680
898,2935072,1702,17395528
884,2921104,1663,16917072
834,2915264,1471,14781512
751,2861640,1302,12809472
798,2908080,1379,13602032
889,2945880,1789,18467920
1071,3008960,2133,22556648
1174,3057344,1867,19349056
1016,2960312,1558,15959720
815,2900464,1272,12574248
835,2899064,1362,13603496
797,2870064,1120,10738336
764,2880136,1245,12241112
747,2862640,1101,10473576
592,2798784,888,8102976
641,2828592,947,8826632
802,2875048,1280,12682160
759,2870024,1133,10929376
761,2872192,1162,11277904
730,2862640,1191,11618800
756,2872344,1121,10815848
694,2833592,1027,9708920
736,2867712,1065,10105968
646,2820784,997,9378920
814,2894688,1359,13637744
675,2824600,921,8521376
782,2886144,1190,11613920
843,2882616,1481,15009800
1090,3012040,1381,13845744
1000,2949192,1439,14551808
920,2900040,1221,12040856
NaN,NaN,NaN,NaN
884,2910056,1114,10764784
791,2860248,1205,11907696
742,2872104,1201,11859200
811,2883400,1131,10933280
749,2877688,1238,12144728
708,2858824,1086,10416080
694,2855200,1057,10016752
804,2894768,1046,9977592
820,2895672,1256,12399200
727,2865080,1182,11499688
736,2867408,1046,10065800
761,2871696,1182,11554504
725,2863968,1162,11284840
NaN,NaN,NaN,NaN
687,2840592,973,9163424
577,2809936,813,7179456
606,2815184,872,8018064
753,2877760,974,9055776
764,2881944,1057,10115528
802,2890664,1018,9607320
749,2861864,1040,9929936
748,2871128,966,9085160
731,2848864,1068,10276824
818,2891656,1231,12154840
791,2881872,983,9346792
805,2897520,1050,10125408
876,2923072,1364,13512704
893,2956368,2428,25758696
812,2898456,2516,26794552
875,2937400,1850,19218632
660,2831576,809,7227240
543,2775312,526,3945800
538,2787688,462,3161456
554,2777264,494,3626960
715,2844696,834,7519304
621,2818584,605,4943832
740,2835560,757,6890856
791,2872248,859,8050848
819,2896656,910,8524424
720,2838112,722,6450744
598,2797736,564,4524160
773,2891312,1382,14033776
3025,3885624,5680,64506088
NaN,NaN,NaN,NaN
2662,3737368,4845,54623528
1735,3339968,3402,37585360
1669,3297296,3247,35788240
1503,3254384,3057,33570936
1421,3155816,2779,30373016
1243,3110184,2270,24372512
1392,3176992,2511,27321664
879,2928760,1651,17242608
877,2942808,1668,17421600
830,2910272,1516,15602720
955,2973792,1573,15983168
820,2919504,1481,15024536
721,2853080,1231,12205160
773,2886568,1248,12462672
817,2896960,1370,14009584
743,2885560,1174,11631016
813,2893424,1334,13525040
1597,3251896,2645,28657152
1397,3159544,2577,27942784
1350,3173112,3473,38306784
1758,3377296,4411,49299280
1788,3384896,4241,47330152
1566,3284200,4225,47188216
1777,3388944,4475,50046184
1838,3397808,4396,49240960
1654,3319984,3898,43361744
1724,3320480,3788,42060448
3572,4057352,6138,69478216
4529,4513176,7796,88801992
4868,4667656,7799,88790840
5279,4796400,7660,87324096
5686,4937632,7898,90100072
5379,4798832,7751,88333704
5678,4951328,7829,89217384
4573,4511008,6448,73194696
3828,4191744,5750,65121560
4187,4394008,6327,71867024
3120,3894952,4549,51066928
2744,3726144,4349,48825480
3284,3985488,5114,57598880
3290,3975992,4923,55356640
3826,4223656,5871,66375720
4887,4692848,7315,83209568
4727,4605112,6920,78532096
3679,4177736,6052,68552608
3564,4039640,5722,64761688
NaN,NaN,NaN,NaN
3452,4080256,5212,58749840
3656,4168672,5486,61939048
3275,3917592,4761,53508056
3204,3963832,4767,53522520
3074,3877112,4730,53082640
3245,3921200,4827,54182984
3509,4050960,4839,54319616
4570,4474568,5860,66120240
3152,4126568,4407,49170560
5150,4749272,6548,74156032
4107,4324704,6150,69632912
3774,4181824,6146,69747784
3395,4016472,4999,56220096
3582,4135800,5252,59198288
2923,3798008,4172,46564536
3575,4145888,5260,59267952
3918,4280968,5891,66661720
3812,4246432,5575,63034560
3327,4035024,5635,63781176
4443,4457984,5808,65707400
4224,4375864,5889,66712440
4385,4457112,5809,65638032
4606,4551064,6032,68194968
3681,4159744,4820,54136224
3904,4218584,5637,63661856
3678,4132976,5741,64661640
4472,4464616,6978,79061616
4166,4368976,6596,74744344
4109,4300104,6476,73360704
4340,4398072,6374,72253224
4311,4447576,6327,71640600
3761,4188976,5173,58231976
3879,4225080,5594,63088712
4840,4640384,6814,76992736
5655,4994944,7382,83559864
NaN,NaN,NaN,NaN
5796,5036808,7450,84508488
5359,4835176,7024,79728232
5335,4831536,7212,81940464
5196,4803360,7369,83672016
4083,4322896,6037,67963496
3443,4031648,4895,54721520
4188,4347096,6230,70284936
3926,4277872,5573,62691016
3231,3947984,5030,56472424
3838,4237904,5349,60168912
4000,4308552,5926,66952872
3849,4205368,5780,65318512
4384,4457704,6656,75547144
4072,4276416,6199,70192656
3942,4211584,5757,64951576
4874,4616992,6554,74398080
4280,4438376,5721,64726384
4012,4295488,4957,55671184
4063,4295440,5575,62999112
4277,4402136,5905,66870392
4099,4303832,6093,69014976
4339,4432352,5983,67698880
5190,4780296,6958,79136528
5439,4865080,6959,79170696
5088,4759464,6981,79457656
4609,4551936,6741,76622096
5241,4800880,7330,83570496
4512,4518416,5857,66334688
4545,4462928,5819,65904992
3959,4162168,5089,57404200
4339,4320904,5708,64632728
4602,4425008,6235,70596568
3639,4077256,4361,48148824
3479,3930512,3906,43447432
4084,4188400,4684,52331984
2619,3560360,3021,33126248
4025,4210336,4755,52978272
3737,4112168,4777,53146112
NaN,NaN,NaN,NaN
3207,3879344,3660,40203056
2479,3601848,2787,30315024
3400,4021096,3720,41009024
3473,4025232,3883,42945568
2579,3641112,3090,33941864
2745,3724984,3681,40645888
3150,3960960,4274,47662464
2711,3770952,3555,39143752
2871,3815128,3496,38536584
2574,3695104,3194,34922144
2603,3676768,3194,35011952
2588,3719152,3254,35750080
2813,3794192,3412,37626120
2226,3529344,2762,29993864
2460,3631312,3151,34526496
2558,3661400,3174,34822424
2091,3471352,2589,27961488
1847,3332616,2268,24306904
2921,3852840,3482,38422208
2278,3479848,2691,29258960
3221,3925480,3657,40576536
2699,3658152,3124,34435456
2280,3505104,2710,29710144
3119,3900576,3694,40924328
2647,3722832,3330,36761056
2727,3736760,3448,38226032
2769,3752600,3543,39224160
2617,3700168,3359,37009472
2173,3502368,2982,32636544
2295,3548984,2867,31284008
2582,3675728,3188,35044824
2145,3462528,2697,29237840
3055,3891648,3712,41150864
2469,3645216,3142,34499744
3186,3905928,3863,42455176
2835,3814696,3329,36510976
3179,3931008,3680,40599112
4585,4567360,5352,59759016
3798,4258880,4690,52171336
3058,3909792,3790,41841728
3006,3867960,3717,41191768
3822,4193272,4799,53785616
2969,3831240,3579,39466848
2932,3802920,3675,40596912
2999,3852360,3715,41130320
2555,3677584,3098,33954912
2943,3831416,3374,37216544
NaN,NaN,NaN,NaN
2334,3572776,2901,31578256
2316,3553920,2867,31244208
2156,3508048,2638,28454824
2599,3663896,3208,35189416
2786,3782392,3492,38616816
2565,3636944,3121,34313520
2099,3472952,2436,26210040
3111,3910296,3675,40332808
3248,4037296,4153,45813576
3011,3863464,3737,41059984
2549,3702896,3340,36438240
2424,3592576,3014,32931832
3988,4306624,4481,49706616
2611,3698680,3066,33453128
2372,3555496,2756,29871104
4307,4341608,4848,53802624
1971,2841048,2236,23708016
545,1881840,755,6940008
1990,2485952,2196,23608720
2204,2540968,2471,26831864
699,1947760,1151,11759368
1423,2247744,2104,22603864
817,2004680,1584,16702880
1670,2766680,2399,25867952
904,2166232,1679,17795888
957,2049760,1716,18242680
732,1975680,1279,13109032
1641,2354496,2170,23332416
1553,2323256,2384,25884344
1310,2217952,1887,20086200
876,2016472,1241,12609432
1041,2103600,1451,15022384
799,1988160,1149,11597328
2053,2545144,2478,26729888
1244,2183432,1691,17866976
2551,2813736,3179,34496128
1892,2687632,2473,26166712
2913,2939736,3814,41815984
2981,3033448,3972,43769400
2486,2751816,3557,38816288
2265,2665448,3368,36795144
NaN,NaN,NaN,NaN
2963,2985560,4173,45485336
2345,2717288,3615,39298624
2822,2938160,4162,45450008
2856,2954936,4115,44825608
2345,2707504,3456,37396416
2163,2632656,3435,37063384
2639,2759456,4016,44040928
3106,3162704,4473,48918704
3814,3718768,5161,56444968
2597,2815776,3856,41974960
3157,3051504,4663,50583256
2551,2814488,3914,42464824
3683,3282064,4674,51706368
2246,2628808,3060,33258312
3017,2995576,3795,41523728
3063,3019064,4348,48022832
2241,2665184,3119,34099032
2698,2871808,3640,39806784
1756,2452448,2811,30341176
2851,2932080,4213,46742808
3251,3131192,4742,52772344
2539,2765056,3353,36907960
2652,2892040,3478,38385904
3758,3267712,4697,52524504
3853,3294824,4728,52955576
3946,3343552,4615,51589704
2911,2925352,3613,40123272
2338,2653456,2911,31938056
2927,2934360,3456,38164592
1917,2468568,2325,25240200
2440,2721528,2812,30779864
2169,2639488,2718,29689224
2571,2762552,3295,36451896
2927,2991248,4099,45703200
2995,2980280,4348,48642888
2136,2570128,3572,39630992
2928,2919848,4255,47564984
2337,2674176,3668,40797288
2362,2670248,3673,40845184
3015,3063968,4241,47362240
2938,3566480,4115,45362928
2725,2813984,3591,39787760
3072,2995976,4091,45648736
2569,3469800,3481,38347984
NaN,NaN,NaN,NaN
2651,3823264,3429,37689800
2900,3575504,3846,42603656
2142,3187352,3172,34745680
777,2453160,1061,10304144
904,2695384,1115,10853688
2232,3466984,2721,29561320
1731,3181920,2185,23187096
1341,3054240,1600,16375472
1047,2833368,1664,17113104
750,2751216,1129,10962904
838,2686568,1417,14304088
1000,2758496,1651,17086248
909,2814296,1481,15089896
660,2743288,850,7673784
567,2581568,731,6364656
619,3012696,732,6142872
897,4742296,1165,10383544
895,4621152,1194,10820048
877,4675808,1259,11471256
868,4670904,1209,10817128
852,4608400,1257,11323488
1011,4863968,1469,13826712
1400,4971248,2068,20711600
1276,4909064,1937,19382176
883,4613376,1499,13963544
1229,4985528,1840,18180888
1176,4913992,2009,19964896
1223,4881552,2329,23905368
1921,5132896,3275,34872912
1210,4968240,2237,23056544
1166,4714992,2171,22281832
1292,4821952,2559,26681864
1222,4850000,2565,26481448
1204,4685712,2291,23682744
1234,4903216,2363,24435200
1125,4941840,1735,17165576
878,4750288,1022,8780256
861,4759808,1030,8841464
863,4666128,1212,10949480
823,4557328,1176,10491264
787,4526816,1047,9047120
1143,4619320,2864,29481200
1075,4152288,3739,39521688
NaN,NaN,NaN,NaN
1192,4193896,4190,44608096
1271,4223128,4591,49166704
1252,4259616,4224,44777344
1270,4257936,4163,44196424
1032,4124872,2836,29288312
893,3984448,1878,18397896
778,3961488,1555,14822720
836,3956368,1186,10642784
866,3983688,1194,10768008
870,3981184,1199,10698712
913,3996288,1418,11929560
647,3888128,884,6764584
690,3905344,946,6745120
785,3994864,1084,8573600
707,3907904,1017,8108856
707,3907168,1017,7708904
645,3882512,836,5637576
617,3873328,684,4473496
732,3920296,867,6415480
801,3949080,919,6714264
700,3977208,809,5748952
679,3897536,804,5675648
703,3916784,868,6323696
860,3967392,1143,9051800
806,3992072,1095,8631088
823,3974152,1109,9128480
824,3970104,1191,9905344
873,4007784,1237,10476168
853,3987192,1151,9758256
882,3980296,1169,9969976
951,4042688,1304,11960360
929,4506984,1085,8683784
1053,4082544,1287,11795488
1007,4035392,1213,10483152
870,3979920,1124,9430944
963,4008152,1713,15624416
968,4026280,1863,17827416
848,4000648,1460,13717952
985,4009912,1947,19153168
973,4017160,1638,15898224
952,4024168,1591,15577560
943,3985968,1581,15351200
1050,4073928,1712,16900408
998,4034376,1637,15916768
993,4047264,1757,17424072
1052,4054000,2090,21160600
1189,4125080,1922,19307776
1331,4188928,1995,20255792
NaN,NaN,NaN,NaN
1482,4243888,2046,20879392
1243,4135208,1957,19809880
1631,4310456,2410,25087720
1218,4122936,1895,19124760
1429,4220384,2101,21339592
812,3970528,1126,10060648
596,3862656,799,6261328
618,3877504,872,7048424
616,3864288,911,7533600
566,3864032,673,4956712
643,3873200,883,7408984
618,3852856,782,6377208
818,3963136,1052,9365264
746,3929976,986,8652736
745,3939704,968,8337592
702,3889648,767,5994064
697,3904304,744,5815192
685,3885808,685,5142968
730,3917872,748,5792856
808,3934080,900,7654120
783,3913136,885,7469032
822,3956200,910,7720640
700,3898656,702,5296288
573,3844656,561,3828320
712,3913912,819,6675768
731,3912792,775,6215688
841,3951608,930,8027768
735,3899760,815,6606040
839,3988728,948,8030648
1312,5197640,1588,14837088
3217,4767840,3991,43500624
2871,4859424,3720,40074928
2179,3820184,2669,28140240
1219,3519872,1602,15903368
1522,4006256,1893,19049552
1286,4189368,1632,16096664
1145,4101464,1280,12119072
2394,4585080,2505,26190632
2569,4760392,2841,29928528
1100,4082680,1302,12064848
1482,4250816,1632,15853904
1004,4673568,1005,8528456
826,4791296,800,6226864
888,4623504,966,7755736
2054,5672832,2240,22258952
1238,5625040,1293,11189248
639,3508824,687,5370912
NaN,NaN,NaN,NaN
836,4062336,1339,12753480
1721,4138056,2870,30923328
1989,11277080,2580,25949752
1363,9679520,1701,14641144
1141,6762000,1633,15050976
1013,3881712,1526,15142176
2955,15511408,3495,28526720
NaN,NaN,NaN,NaN
3774,36643888,3872,15763344
4417,44866704,4587,15134808
6745,59362792,5619,17494176
NaN,NaN,NaN,NaN
8109,77429952,6857,15368376
2622,24575376,2497,13078056
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
715,3069472,1209,11195512
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
676,2757408,735,6206536
495,3275536,481,3168464
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
524,3630192,615,4230136
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
879,1972160,1514,15537600
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
862,1966856,1729,17954016
720,1950920,1467,14898344
NaN,NaN,NaN,NaN
695,1899312,1560,16031848
786,1948824,1605,16511848
775,1940568,1625,16674136
982,2051688,3208,35163112
381,1755056,1016,9744784
NaN,NaN,NaN,NaN
312,1726776,467,3352672
NaN,NaN,NaN,NaN
366,1749168,589,4751504
NaN,NaN,NaN,NaN
645,1866792,1321,13116224
NaN,NaN,NaN,NaN
386,1764376,631,5177264
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
324,1736448,422,2835936
294,1714176,380,2425680
NaN,NaN,NaN,NaN
312,1725352,430,2930568
435,1780752,777,7002520
478,1812232,931,8686024
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
404,1524448,750,6588800
NaN,NaN,NaN,NaN
406,12586352,688,5213024
NaN,NaN,NaN,NaN
741,4164392,1080,9452832
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
621,3852488,873,7000712
501,3742344,547,3428152
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
575,4090696,607,3813496
NaN,NaN,NaN,NaN
509,3486592,629,4405816
511,3886640,593,3805256
NaN,NaN,NaN,NaN
522,3454256,706,5145464
657,4536112,758,5529016
642,5058560,613,3510824
NaN,NaN,NaN,NaN
524,3483928,802,6416808
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
691,3647632,882,7272784
518,3951736,883,7232408
NaN,NaN,NaN,NaN
683,4592728,1717,17082760
NaN,NaN,NaN,NaN
647,4012104,1599,15780720
590,3840056,1349,12922696
572,3752464,1278,12122176
582,3802000,1229,11526040
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
571,3321768,1347,12891408
1001,7091024,1711,16741416
1469,3375168,2526,26263440
NaN,NaN,NaN,NaN
1619,10825680,2015,15941432
861,6067848,1070,8229640
754,6055384,830,5026344
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
611,4921800,837,5191752
985,7278328,1066,6935440
637,4133928,863,5886136
658,5249064,902,6617896
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
596,4702376,690,4495048
594,4673664,655,4244160
678,5843256,657,3616096
NaN,NaN,NaN,NaN
714,6488664,789,3820168
741,6540944,907,4671544
NaN,NaN,NaN,NaN
739,6564168,888,4625200
749,6760584,731,4104664
554,3887064,708,5205080
551,4101504,738,4859360
NaN,NaN,NaN,NaN
623,5341704,689,3324280
NaN,NaN,NaN,NaN
643,5676488,673,3721016
677,5941856,755,4453816
623,4922528,767,4276344
605,5340040,652,3056264
NaN,NaN,NaN,NaN
619,5378848,618,2840832
669,5851000,652,3140632
790,7135024,859,4161064
759,6418808,886,4544872
853,7287968,977,4919600
NaN,NaN,NaN,NaN
751,6377960,855,4224416
719,5850440,908,5383832
NaN,NaN,NaN,NaN
515,3759688,627,3965696
595,4368320,750,4614016
664,5147032,824,4787832
744,5246744,863,5311272
757,6249808,864,4453320
693,6148136,699,3039728
625,4835992,689,4110976
662,4719592,818,5374176
632,5531336,625,3036328
625,5623640,660,2713264
572,4536512,665,3644408
632,5364904,638,2929736
634,5472712,571,2187944
703,5452696,704,4108168
579,4496512,706,4346096
607,5188488,664,3963888
584,4781072,659,3775288
766,6747280,857,4581168
832,7496208,894,4349672
664,5340544,750,4418200
800,7342992,745,2935968
857,8186040,735,2458712
690,5774760,657,3008488
746,6382880,714,3448728
788,6749232,785,3899632
788,5333712,924,6601456
833,6183032,924,6016840
NaN,NaN,NaN,NaN
668,4133280,784,5864104
761,5190688,920,6278480
602,4423704,678,4165232
612,4840056,609,2962712
637,4366776,663,4074400
1603,5423688,1828,17303816
2270,6028992,2614,26265336
3356,7717408,3999,41565392
2554,7245240,3322,33570624
2933,7727720,3677,37796520
2716,7929496,3329,33059336
